"vertex","cluster","color"
7272,1406,"#7AA6DCFF"
7273,1406,"#7AA6DCFF"
7275,116,"#0073C2FF"
7277,1406,"#7AA6DCFF"
7278,1406,"#7AA6DCFF"
7279,116,"#0073C2FF"
7280,1406,"#7AA6DCFF"
7281,1406,"#7AA6DCFF"
7282,116,"#0073C2FF"
7283,1406,"#7AA6DCFF"
7284,1406,"#7AA6DCFF"
7285,1406,"#7AA6DCFF"
7286,1406,"#7AA6DCFF"
7288,1406,"#7AA6DCFF"
7290,1406,"#7AA6DCFF"
7291,1406,"#7AA6DCFF"
7292,1406,"#7AA6DCFF"
7293,326,"white"
7295,1406,"#7AA6DCFF"
7296,1406,"#7AA6DCFF"
7298,1406,"#7AA6DCFF"
7300,1406,"#7AA6DCFF"
7301,1406,"#7AA6DCFF"
7302,1406,"#7AA6DCFF"
7303,1406,"#7AA6DCFF"
7306,1406,"#7AA6DCFF"
7307,1406,"#7AA6DCFF"
7308,116,"#0073C2FF"
7309,1406,"#7AA6DCFF"
7310,1406,"#7AA6DCFF"
7311,1406,"#7AA6DCFF"
7313,1406,"#7AA6DCFF"
7314,1406,"#7AA6DCFF"
7315,1406,"#7AA6DCFF"
7316,1406,"#7AA6DCFF"
7318,1406,"#7AA6DCFF"
7319,1406,"#7AA6DCFF"
7321,1406,"#7AA6DCFF"
7322,1406,"#7AA6DCFF"
7323,1406,"#7AA6DCFF"
7324,1406,"#7AA6DCFF"
7325,1406,"#7AA6DCFF"
7326,1406,"#7AA6DCFF"
7328,1406,"#7AA6DCFF"
7329,1406,"#7AA6DCFF"
7330,1406,"#7AA6DCFF"
7333,445,"#EFC000FF"
7336,1406,"#7AA6DCFF"
7338,1406,"#7AA6DCFF"
7339,1406,"#7AA6DCFF"
7342,1406,"#7AA6DCFF"
7343,1406,"#7AA6DCFF"
7344,1406,"#7AA6DCFF"
7345,1406,"#7AA6DCFF"
7346,1406,"#7AA6DCFF"
7347,1406,"#7AA6DCFF"
7348,1406,"#7AA6DCFF"
7349,1406,"#7AA6DCFF"
7350,1406,"#7AA6DCFF"
7352,1406,"#7AA6DCFF"
7353,1406,"#7AA6DCFF"
7355,445,"#EFC000FF"
7356,1406,"#7AA6DCFF"
7357,1406,"#7AA6DCFF"
7358,1406,"#7AA6DCFF"
7359,1406,"#7AA6DCFF"
7360,1406,"#7AA6DCFF"
7362,445,"#EFC000FF"
7363,1406,"#7AA6DCFF"
7366,1406,"#7AA6DCFF"
7367,1406,"#7AA6DCFF"
7368,1406,"#7AA6DCFF"
7369,488,"#003C67FF"
7370,1406,"#7AA6DCFF"
7371,1406,"#7AA6DCFF"
7372,1406,"#7AA6DCFF"
7376,1406,"#7AA6DCFF"
7378,1406,"#7AA6DCFF"
7380,1406,"#7AA6DCFF"
7381,1406,"#7AA6DCFF"
7383,1406,"#7AA6DCFF"
7384,1406,"#7AA6DCFF"
7386,116,"#0073C2FF"
7387,1406,"#7AA6DCFF"
7388,1406,"#7AA6DCFF"
7390,1406,"#7AA6DCFF"
7391,1406,"#7AA6DCFF"
7393,1406,"#7AA6DCFF"
7394,1406,"#7AA6DCFF"
7396,1406,"#7AA6DCFF"
7397,1406,"#7AA6DCFF"
7398,1406,"#7AA6DCFF"
7400,1406,"#7AA6DCFF"
7403,1406,"#7AA6DCFF"
7404,488,"#003C67FF"
7405,1406,"#7AA6DCFF"
7407,116,"#0073C2FF"
7408,1406,"#7AA6DCFF"
7409,1406,"#7AA6DCFF"
7410,1406,"#7AA6DCFF"
7411,1406,"#7AA6DCFF"
7412,1406,"#7AA6DCFF"
7413,1406,"#7AA6DCFF"
7414,1406,"#7AA6DCFF"
7415,1406,"#7AA6DCFF"
7416,1406,"#7AA6DCFF"
7419,1406,"#7AA6DCFF"
7420,1406,"#7AA6DCFF"
7421,1406,"#7AA6DCFF"
7422,1406,"#7AA6DCFF"
7424,1406,"#7AA6DCFF"
7428,488,"#003C67FF"
7429,1406,"#7AA6DCFF"
7430,1406,"#7AA6DCFF"
7431,1406,"#7AA6DCFF"
7432,1406,"#7AA6DCFF"
7435,1406,"#7AA6DCFF"
7439,1406,"#7AA6DCFF"
7440,1406,"#7AA6DCFF"
7442,1406,"#7AA6DCFF"
7443,116,"#0073C2FF"
7446,1406,"#7AA6DCFF"
7447,1406,"#7AA6DCFF"
7448,1406,"#7AA6DCFF"
7449,1406,"#7AA6DCFF"
7450,838,"white"
7451,1406,"#7AA6DCFF"
7452,1406,"#7AA6DCFF"
7453,1406,"#7AA6DCFF"
7455,1406,"#7AA6DCFF"
7456,1406,"#7AA6DCFF"
7458,1406,"#7AA6DCFF"
7459,1406,"#7AA6DCFF"
7460,445,"#EFC000FF"
7461,1406,"#7AA6DCFF"
7462,1406,"#7AA6DCFF"
7463,1406,"#7AA6DCFF"
7464,1406,"#7AA6DCFF"
7465,116,"#0073C2FF"
7467,1406,"#7AA6DCFF"
7470,1406,"#7AA6DCFF"
7474,1406,"#7AA6DCFF"
7475,1406,"#7AA6DCFF"
7476,1406,"#7AA6DCFF"
7477,1406,"#7AA6DCFF"
7478,1406,"#7AA6DCFF"
7483,1406,"#7AA6DCFF"
7485,1406,"#7AA6DCFF"
7486,1406,"#7AA6DCFF"
7490,1406,"#7AA6DCFF"
7491,1406,"#7AA6DCFF"
7492,1406,"#7AA6DCFF"
7493,1406,"#7AA6DCFF"
7494,1406,"#7AA6DCFF"
7496,1406,"#7AA6DCFF"
7497,1406,"#7AA6DCFF"
7499,1406,"#7AA6DCFF"
7500,1406,"#7AA6DCFF"
7501,1406,"#7AA6DCFF"
7502,1406,"#7AA6DCFF"
7503,1406,"#7AA6DCFF"
7504,1406,"#7AA6DCFF"
7505,1406,"#7AA6DCFF"
7506,1406,"#7AA6DCFF"
7509,1406,"#7AA6DCFF"
7510,1406,"#7AA6DCFF"
7511,1406,"#7AA6DCFF"
7514,1406,"#7AA6DCFF"
7515,1406,"#7AA6DCFF"
7516,1406,"#7AA6DCFF"
7517,1406,"#7AA6DCFF"
7518,1406,"#7AA6DCFF"
7519,1406,"#7AA6DCFF"
7521,1406,"#7AA6DCFF"
7523,1406,"#7AA6DCFF"
7524,1406,"#7AA6DCFF"
7526,1406,"#7AA6DCFF"
7527,1406,"#7AA6DCFF"
7528,1406,"#7AA6DCFF"
7530,1406,"#7AA6DCFF"
7531,1406,"#7AA6DCFF"
7532,1406,"#7AA6DCFF"
7533,1406,"#7AA6DCFF"
7536,1406,"#7AA6DCFF"
7537,1406,"#7AA6DCFF"
7538,1406,"#7AA6DCFF"
7539,1406,"#7AA6DCFF"
7540,1406,"#7AA6DCFF"
7541,1406,"#7AA6DCFF"
7545,1406,"#7AA6DCFF"
7546,1406,"#7AA6DCFF"
7547,1406,"#7AA6DCFF"
7548,1406,"#7AA6DCFF"
7549,1406,"#7AA6DCFF"
7553,1406,"#7AA6DCFF"
7554,1406,"#7AA6DCFF"
7555,1406,"#7AA6DCFF"
7556,445,"#EFC000FF"
7557,445,"#EFC000FF"
7559,1406,"#7AA6DCFF"
7560,445,"#EFC000FF"
7561,1406,"#7AA6DCFF"
7562,1406,"#7AA6DCFF"
7563,488,"#003C67FF"
7564,1406,"#7AA6DCFF"
7565,1406,"#7AA6DCFF"
7566,1406,"#7AA6DCFF"
7568,1406,"#7AA6DCFF"
7569,1406,"#7AA6DCFF"
7570,1406,"#7AA6DCFF"
7571,1406,"#7AA6DCFF"
7572,1406,"#7AA6DCFF"
7573,1406,"#7AA6DCFF"
7574,1406,"#7AA6DCFF"
7575,1406,"#7AA6DCFF"
7576,1406,"#7AA6DCFF"
7577,1406,"#7AA6DCFF"
7578,1406,"#7AA6DCFF"
7580,1406,"#7AA6DCFF"
7582,1406,"#7AA6DCFF"
7583,1406,"#7AA6DCFF"
7585,165,"#CD534CFF"
7586,1406,"#7AA6DCFF"
7592,1406,"#7AA6DCFF"
7593,1406,"#7AA6DCFF"
7594,1406,"#7AA6DCFF"
7596,1406,"#7AA6DCFF"
7598,1406,"#7AA6DCFF"
7600,1406,"#7AA6DCFF"
7601,1406,"#7AA6DCFF"
7603,1406,"#7AA6DCFF"
7604,1406,"#7AA6DCFF"
7605,1406,"#7AA6DCFF"
7606,1406,"#7AA6DCFF"
7607,584,"#3B3B3BFF"
7608,1406,"#7AA6DCFF"
7609,445,"#EFC000FF"
7611,1406,"#7AA6DCFF"
7612,1406,"#7AA6DCFF"
7614,1406,"#7AA6DCFF"
7615,488,"#003C67FF"
7617,1406,"#7AA6DCFF"
7619,1406,"#7AA6DCFF"
7620,1406,"#7AA6DCFF"
7623,1406,"#7AA6DCFF"
7625,445,"#EFC000FF"
7626,1406,"#7AA6DCFF"
7627,1406,"#7AA6DCFF"
7628,1406,"#7AA6DCFF"
7629,1406,"#7AA6DCFF"
7630,1406,"#7AA6DCFF"
7631,1406,"#7AA6DCFF"
7632,1406,"#7AA6DCFF"
7633,1406,"#7AA6DCFF"
7635,1406,"#7AA6DCFF"
7636,1406,"#7AA6DCFF"
7638,1406,"#7AA6DCFF"
7639,1406,"#7AA6DCFF"
7640,1406,"#7AA6DCFF"
7641,1406,"#7AA6DCFF"
7642,1406,"#7AA6DCFF"
7643,1406,"#7AA6DCFF"
7644,116,"#0073C2FF"
7645,1406,"#7AA6DCFF"
7646,1406,"#7AA6DCFF"
7648,1406,"#7AA6DCFF"
7649,1406,"#7AA6DCFF"
7650,1406,"#7AA6DCFF"
7651,1406,"#7AA6DCFF"
7652,1406,"#7AA6DCFF"
7653,1406,"#7AA6DCFF"
7654,1406,"#7AA6DCFF"
7656,1406,"#7AA6DCFF"
7657,1406,"#7AA6DCFF"
7658,1406,"#7AA6DCFF"
7659,1406,"#7AA6DCFF"
7660,1406,"#7AA6DCFF"
7662,1406,"#7AA6DCFF"
7663,1406,"#7AA6DCFF"
7664,1406,"#7AA6DCFF"
7665,1406,"#7AA6DCFF"
7668,1406,"#7AA6DCFF"
7669,1406,"#7AA6DCFF"
7670,1406,"#7AA6DCFF"
7671,1406,"#7AA6DCFF"
7672,1406,"#7AA6DCFF"
7673,1406,"#7AA6DCFF"
7674,1406,"#7AA6DCFF"
7675,1406,"#7AA6DCFF"
7677,1406,"#7AA6DCFF"
7679,116,"#0073C2FF"
7680,1406,"#7AA6DCFF"
7681,1406,"#7AA6DCFF"
7684,445,"#EFC000FF"
7685,1406,"#7AA6DCFF"
7686,488,"#003C67FF"
7687,1406,"#7AA6DCFF"
7688,1406,"#7AA6DCFF"
7689,1406,"#7AA6DCFF"
7690,116,"#0073C2FF"
7691,1406,"#7AA6DCFF"
7692,1406,"#7AA6DCFF"
7694,1406,"#7AA6DCFF"
7696,1406,"#7AA6DCFF"
7697,1406,"#7AA6DCFF"
7698,1406,"#7AA6DCFF"
7699,1406,"#7AA6DCFF"
7700,1406,"#7AA6DCFF"
7701,1406,"#7AA6DCFF"
7702,1406,"#7AA6DCFF"
7704,1406,"#7AA6DCFF"
7705,1406,"#7AA6DCFF"
7706,1406,"#7AA6DCFF"
7708,1406,"#7AA6DCFF"
7709,1406,"#7AA6DCFF"
7710,1406,"#7AA6DCFF"
7715,1406,"#7AA6DCFF"
7717,1406,"#7AA6DCFF"
7718,584,"#3B3B3BFF"
7720,1406,"#7AA6DCFF"
7722,1406,"#7AA6DCFF"
7724,1406,"#7AA6DCFF"
7726,1406,"#7AA6DCFF"
7727,1406,"#7AA6DCFF"
7728,1406,"#7AA6DCFF"
7729,1406,"#7AA6DCFF"
7730,1406,"#7AA6DCFF"
7731,1406,"#7AA6DCFF"
7732,1406,"#7AA6DCFF"
7734,1406,"#7AA6DCFF"
7736,1406,"#7AA6DCFF"
7738,1406,"#7AA6DCFF"
7739,1406,"#7AA6DCFF"
7741,1406,"#7AA6DCFF"
7742,1406,"#7AA6DCFF"
7743,1406,"#7AA6DCFF"
7745,1406,"#7AA6DCFF"
7747,1406,"#7AA6DCFF"
7748,1406,"#7AA6DCFF"
7749,1406,"#7AA6DCFF"
7750,1406,"#7AA6DCFF"
7751,1406,"#7AA6DCFF"
7752,1406,"#7AA6DCFF"
7753,1406,"#7AA6DCFF"
7754,1406,"#7AA6DCFF"
7755,1406,"#7AA6DCFF"
7756,1406,"#7AA6DCFF"
7757,1406,"#7AA6DCFF"
7758,1406,"#7AA6DCFF"
7760,1406,"#7AA6DCFF"
7761,1406,"#7AA6DCFF"
7765,1406,"#7AA6DCFF"
7766,116,"#0073C2FF"
7767,1406,"#7AA6DCFF"
7768,1406,"#7AA6DCFF"
7769,116,"#0073C2FF"
7770,1406,"#7AA6DCFF"
7771,1406,"#7AA6DCFF"
7772,1406,"#7AA6DCFF"
7774,1406,"#7AA6DCFF"
7775,1406,"#7AA6DCFF"
7776,1406,"#7AA6DCFF"
7778,1406,"#7AA6DCFF"
7779,1406,"#7AA6DCFF"
7780,1406,"#7AA6DCFF"
7781,1406,"#7AA6DCFF"
7782,1406,"#7AA6DCFF"
7783,1406,"#7AA6DCFF"
7784,1406,"#7AA6DCFF"
7786,1406,"#7AA6DCFF"
7787,1406,"#7AA6DCFF"
7788,1406,"#7AA6DCFF"
7789,1406,"#7AA6DCFF"
7791,1406,"#7AA6DCFF"
7792,1406,"#7AA6DCFF"
7794,1406,"#7AA6DCFF"
7795,1406,"#7AA6DCFF"
7796,445,"#EFC000FF"
7797,1406,"#7AA6DCFF"
7799,1406,"#7AA6DCFF"
7800,1406,"#7AA6DCFF"
7801,445,"#EFC000FF"
7802,838,"white"
7803,1406,"#7AA6DCFF"
7805,1406,"#7AA6DCFF"
7806,1406,"#7AA6DCFF"
7807,1406,"#7AA6DCFF"
7808,1406,"#7AA6DCFF"
7809,1406,"#7AA6DCFF"
7810,1406,"#7AA6DCFF"
7811,1406,"#7AA6DCFF"
7812,1406,"#7AA6DCFF"
7813,182,"#868686FF"
7814,1406,"#7AA6DCFF"
7815,1406,"#7AA6DCFF"
7816,1406,"#7AA6DCFF"
7817,1406,"#7AA6DCFF"
7818,1406,"#7AA6DCFF"
7819,1406,"#7AA6DCFF"
7820,1406,"#7AA6DCFF"
7821,1406,"#7AA6DCFF"
7822,445,"#EFC000FF"
7823,1406,"#7AA6DCFF"
7824,116,"#0073C2FF"
7825,1406,"#7AA6DCFF"
7826,1406,"#7AA6DCFF"
7827,1406,"#7AA6DCFF"
7828,1406,"#7AA6DCFF"
7829,1406,"#7AA6DCFF"
7830,1406,"#7AA6DCFF"
7831,1406,"#7AA6DCFF"
7832,1406,"#7AA6DCFF"
7833,1406,"#7AA6DCFF"
7834,1406,"#7AA6DCFF"
7835,1406,"#7AA6DCFF"
7836,1406,"#7AA6DCFF"
7837,1406,"#7AA6DCFF"
7838,1406,"#7AA6DCFF"
7839,1406,"#7AA6DCFF"
7840,1406,"#7AA6DCFF"
7841,1406,"#7AA6DCFF"
7842,1406,"#7AA6DCFF"
7843,1406,"#7AA6DCFF"
7844,1406,"#7AA6DCFF"
7845,1406,"#7AA6DCFF"
7846,1406,"#7AA6DCFF"
7855,445,"#EFC000FF"
7860,445,"#EFC000FF"
7866,488,"#003C67FF"
7867,488,"#003C67FF"
7868,488,"#003C67FF"
7869,488,"#003C67FF"
7878,1406,"#7AA6DCFF"
7885,584,"#3B3B3BFF"
7892,602,"white"
7904,1406,"#7AA6DCFF"
7905,1406,"#7AA6DCFF"
7907,1406,"#7AA6DCFF"
7908,1406,"#7AA6DCFF"
7911,445,"#EFC000FF"
7912,1406,"#7AA6DCFF"
7925,116,"#0073C2FF"
7942,116,"#0073C2FF"
7954,603,"white"
7960,116,"#0073C2FF"
7961,116,"#0073C2FF"
7962,116,"#0073C2FF"
7965,116,"#0073C2FF"
7966,116,"#0073C2FF"
7967,116,"#0073C2FF"
7968,116,"#0073C2FF"
7969,116,"#0073C2FF"
7970,116,"#0073C2FF"
7971,116,"#0073C2FF"
7972,116,"#0073C2FF"
7973,116,"#0073C2FF"
7974,116,"#0073C2FF"
7977,116,"#0073C2FF"
7978,116,"#0073C2FF"
7979,116,"#0073C2FF"
7980,116,"#0073C2FF"
7981,116,"#0073C2FF"
7982,116,"#0073C2FF"
7983,116,"#0073C2FF"
7984,116,"#0073C2FF"
7985,116,"#0073C2FF"
7987,116,"#0073C2FF"
7988,116,"#0073C2FF"
7989,116,"#0073C2FF"
7990,116,"#0073C2FF"
7991,116,"#0073C2FF"
7992,116,"#0073C2FF"
7993,116,"#0073C2FF"
7994,116,"#0073C2FF"
7995,116,"#0073C2FF"
7996,116,"#0073C2FF"
7997,116,"#0073C2FF"
7998,116,"#0073C2FF"
7999,116,"#0073C2FF"
8000,116,"#0073C2FF"
8001,116,"#0073C2FF"
8002,116,"#0073C2FF"
8003,116,"#0073C2FF"
8004,116,"#0073C2FF"
8005,116,"#0073C2FF"
8006,116,"#0073C2FF"
8007,116,"#0073C2FF"
8008,116,"#0073C2FF"
8009,116,"#0073C2FF"
8010,116,"#0073C2FF"
8011,116,"#0073C2FF"
8012,116,"#0073C2FF"
8013,116,"#0073C2FF"
8014,116,"#0073C2FF"
8015,116,"#0073C2FF"
8016,116,"#0073C2FF"
8017,1406,"#7AA6DCFF"
8018,1406,"#7AA6DCFF"
8019,1406,"#7AA6DCFF"
8036,1406,"#7AA6DCFF"
8051,445,"#EFC000FF"
8053,604,"white"
8054,604,"white"
8055,604,"white"
8056,604,"white"
8058,604,"white"
8059,604,"white"
8060,604,"white"
8061,604,"white"
8063,604,"white"
8064,604,"white"
8065,604,"white"
8067,604,"white"
8068,604,"white"
8069,604,"white"
8070,604,"white"
8071,604,"white"
8072,604,"white"
8073,604,"white"
8074,604,"white"
8075,604,"white"
8076,604,"white"
8103,605,"white"
8107,533,"#8F7700FF"
8109,533,"#8F7700FF"
8110,533,"#8F7700FF"
8114,533,"#8F7700FF"
8116,606,"white"
8128,607,"white"
8136,165,"#CD534CFF"
8144,215,"#4A6990FF"
8153,326,"white"
8166,215,"#4A6990FF"
8173,215,"#4A6990FF"
8181,215,"#4A6990FF"
8191,215,"#4A6990FF"
8192,215,"#4A6990FF"
8196,445,"#EFC000FF"
8197,445,"#EFC000FF"
8206,608,"white"
8285,165,"#CD534CFF"
8290,165,"#CD534CFF"
8292,165,"#CD534CFF"
8306,165,"#CD534CFF"
8317,165,"#CD534CFF"
8337,609,"white"
8371,610,"white"
8376,1406,"#7AA6DCFF"
8380,838,"white"
8382,838,"white"
8392,488,"#003C67FF"
8399,445,"#EFC000FF"
8400,445,"#EFC000FF"
8404,445,"#EFC000FF"
8411,445,"#EFC000FF"
8418,445,"#EFC000FF"
8424,445,"#EFC000FF"
8427,445,"#EFC000FF"
8429,165,"#CD534CFF"
8431,445,"#EFC000FF"
8433,182,"#868686FF"
8435,445,"#EFC000FF"
8438,116,"#0073C2FF"
8442,584,"#3B3B3BFF"
8443,584,"#3B3B3BFF"
8444,584,"#3B3B3BFF"
8445,584,"#3B3B3BFF"
8449,584,"#3B3B3BFF"
8455,445,"#EFC000FF"
8458,1406,"#7AA6DCFF"
8459,1406,"#7AA6DCFF"
8464,1406,"#7AA6DCFF"
8465,1406,"#7AA6DCFF"
8467,1406,"#7AA6DCFF"
8468,1406,"#7AA6DCFF"
8471,1406,"#7AA6DCFF"
8472,1406,"#7AA6DCFF"
8476,1406,"#7AA6DCFF"
8484,445,"#EFC000FF"
8488,445,"#EFC000FF"
8492,445,"#EFC000FF"
8504,533,"#8F7700FF"
8505,533,"#8F7700FF"
8509,533,"#8F7700FF"
8510,533,"#8F7700FF"
8511,533,"#8F7700FF"
8512,533,"#8F7700FF"
8513,533,"#8F7700FF"
8514,533,"#8F7700FF"
8515,182,"#868686FF"
8517,533,"#8F7700FF"
8522,182,"#868686FF"
8543,611,"white"
8555,445,"#EFC000FF"
8559,445,"#EFC000FF"
8574,445,"#EFC000FF"
8579,445,"#EFC000FF"
8592,445,"#EFC000FF"
8593,445,"#EFC000FF"
8595,445,"#EFC000FF"
8604,612,"white"
8605,612,"white"
8612,1406,"#7AA6DCFF"
8613,1406,"#7AA6DCFF"
8617,671,"white"
8618,671,"white"
8622,671,"white"
8623,671,"white"
8625,671,"white"
8627,671,"white"
8629,671,"white"
8631,671,"white"
8635,671,"white"
8636,671,"white"
8637,671,"white"
8638,671,"white"
8639,671,"white"
8641,671,"white"
8642,445,"#EFC000FF"
8643,671,"white"
8644,671,"white"
8645,182,"#868686FF"
8646,671,"white"
8647,671,"white"
8648,671,"white"
8649,671,"white"
8650,671,"white"
8652,671,"white"
8653,671,"white"
8654,671,"white"
8655,533,"#8F7700FF"
8656,671,"white"
8657,671,"white"
8658,671,"white"
8659,671,"white"
8660,671,"white"
8661,671,"white"
8662,671,"white"
8663,671,"white"
8664,671,"white"
8665,671,"white"
8666,671,"white"
8667,116,"#0073C2FF"
8668,671,"white"
8669,671,"white"
8670,671,"white"
8671,671,"white"
8676,488,"#003C67FF"
8677,488,"#003C67FF"
8678,488,"#003C67FF"
8684,165,"#CD534CFF"
8692,1406,"#7AA6DCFF"
8695,1406,"#7AA6DCFF"
8700,445,"#EFC000FF"
8703,445,"#EFC000FF"
8704,445,"#EFC000FF"
8706,848,"white"
8707,445,"#EFC000FF"
8708,445,"#EFC000FF"
8709,445,"#EFC000FF"
8712,445,"#EFC000FF"
8714,445,"#EFC000FF"
8718,445,"#EFC000FF"
8720,445,"#EFC000FF"
8721,445,"#EFC000FF"
8722,445,"#EFC000FF"
8724,445,"#EFC000FF"
8730,445,"#EFC000FF"
8732,445,"#EFC000FF"
8735,445,"#EFC000FF"
8738,445,"#EFC000FF"
8743,445,"#EFC000FF"
8744,445,"#EFC000FF"
8745,445,"#EFC000FF"
8750,445,"#EFC000FF"
8751,445,"#EFC000FF"
8754,445,"#EFC000FF"
8755,445,"#EFC000FF"
8757,445,"#EFC000FF"
8758,445,"#EFC000FF"
8759,445,"#EFC000FF"
8760,445,"#EFC000FF"
8762,445,"#EFC000FF"
8764,445,"#EFC000FF"
8768,116,"#0073C2FF"
8772,445,"#EFC000FF"
8776,445,"#EFC000FF"
8778,445,"#EFC000FF"
8779,445,"#EFC000FF"
8781,445,"#EFC000FF"
8783,445,"#EFC000FF"
8785,445,"#EFC000FF"
8786,116,"#0073C2FF"
8787,445,"#EFC000FF"
8788,445,"#EFC000FF"
8789,445,"#EFC000FF"
8790,445,"#EFC000FF"
8791,445,"#EFC000FF"
8792,445,"#EFC000FF"
8798,445,"#EFC000FF"
8799,445,"#EFC000FF"
8800,445,"#EFC000FF"
8802,445,"#EFC000FF"
8806,445,"#EFC000FF"
8808,445,"#EFC000FF"
8809,445,"#EFC000FF"
8810,445,"#EFC000FF"
8811,445,"#EFC000FF"
8812,445,"#EFC000FF"
8813,445,"#EFC000FF"
8814,1406,"#7AA6DCFF"
8815,445,"#EFC000FF"
8816,445,"#EFC000FF"
8823,445,"#EFC000FF"
8828,445,"#EFC000FF"
8829,445,"#EFC000FF"
8831,445,"#EFC000FF"
8832,445,"#EFC000FF"
8834,445,"#EFC000FF"
8836,445,"#EFC000FF"
8838,445,"#EFC000FF"
8840,445,"#EFC000FF"
8842,1406,"#7AA6DCFF"
8844,445,"#EFC000FF"
8846,445,"#EFC000FF"
8847,445,"#EFC000FF"
8848,445,"#EFC000FF"
8856,445,"#EFC000FF"
8858,445,"#EFC000FF"
8861,445,"#EFC000FF"
8862,445,"#EFC000FF"
8864,445,"#EFC000FF"
8866,488,"#003C67FF"
8871,445,"#EFC000FF"
8873,182,"#868686FF"
8875,445,"#EFC000FF"
8876,445,"#EFC000FF"
8877,445,"#EFC000FF"
8879,445,"#EFC000FF"
8884,445,"#EFC000FF"
8885,445,"#EFC000FF"
8890,445,"#EFC000FF"
8891,445,"#EFC000FF"
8893,445,"#EFC000FF"
8897,445,"#EFC000FF"
8902,445,"#EFC000FF"
8903,445,"#EFC000FF"
8905,445,"#EFC000FF"
8907,445,"#EFC000FF"
8909,445,"#EFC000FF"
8912,445,"#EFC000FF"
8913,445,"#EFC000FF"
8914,445,"#EFC000FF"
8915,445,"#EFC000FF"
8917,445,"#EFC000FF"
8919,445,"#EFC000FF"
8920,1406,"#7AA6DCFF"
8921,445,"#EFC000FF"
8922,445,"#EFC000FF"
8923,445,"#EFC000FF"
8924,445,"#EFC000FF"
8929,445,"#EFC000FF"
8931,445,"#EFC000FF"
8937,445,"#EFC000FF"
8938,445,"#EFC000FF"
8939,445,"#EFC000FF"
8945,445,"#EFC000FF"
8950,445,"#EFC000FF"
8951,445,"#EFC000FF"
8952,445,"#EFC000FF"
8953,445,"#EFC000FF"
8954,488,"#003C67FF"
8955,165,"#CD534CFF"
8957,445,"#EFC000FF"
8958,445,"#EFC000FF"
8959,182,"#868686FF"
8960,445,"#EFC000FF"
8961,445,"#EFC000FF"
8962,445,"#EFC000FF"
8964,445,"#EFC000FF"
8965,445,"#EFC000FF"
8966,445,"#EFC000FF"
8967,445,"#EFC000FF"
8968,445,"#EFC000FF"
8969,165,"#CD534CFF"
8970,445,"#EFC000FF"
8971,445,"#EFC000FF"
8973,445,"#EFC000FF"
8974,182,"#868686FF"
8975,445,"#EFC000FF"
8976,445,"#EFC000FF"
8977,445,"#EFC000FF"
8978,445,"#EFC000FF"
8979,445,"#EFC000FF"
8980,445,"#EFC000FF"
8981,445,"#EFC000FF"
8983,445,"#EFC000FF"
8984,445,"#EFC000FF"
8985,445,"#EFC000FF"
8987,445,"#EFC000FF"
8989,445,"#EFC000FF"
8990,445,"#EFC000FF"
8991,445,"#EFC000FF"
8993,445,"#EFC000FF"
8994,445,"#EFC000FF"
8995,445,"#EFC000FF"
8996,445,"#EFC000FF"
8997,445,"#EFC000FF"
8998,445,"#EFC000FF"
9000,445,"#EFC000FF"
9002,445,"#EFC000FF"
9003,445,"#EFC000FF"
9004,445,"#EFC000FF"
9005,445,"#EFC000FF"
9006,445,"#EFC000FF"
9007,445,"#EFC000FF"
9008,445,"#EFC000FF"
9009,445,"#EFC000FF"
9010,445,"#EFC000FF"
9011,445,"#EFC000FF"
9012,445,"#EFC000FF"
9013,445,"#EFC000FF"
9014,445,"#EFC000FF"
9015,445,"#EFC000FF"
9016,445,"#EFC000FF"
9017,445,"#EFC000FF"
9018,445,"#EFC000FF"
9019,445,"#EFC000FF"
9021,445,"#EFC000FF"
9023,445,"#EFC000FF"
9024,848,"white"
9026,445,"#EFC000FF"
9027,445,"#EFC000FF"
9028,445,"#EFC000FF"
9029,445,"#EFC000FF"
9030,445,"#EFC000FF"
9031,445,"#EFC000FF"
9032,445,"#EFC000FF"
9033,445,"#EFC000FF"
9034,445,"#EFC000FF"
9035,445,"#EFC000FF"
9036,445,"#EFC000FF"
9037,445,"#EFC000FF"
9038,445,"#EFC000FF"
9039,445,"#EFC000FF"
9040,445,"#EFC000FF"
9041,488,"#003C67FF"
9042,838,"white"
9043,1406,"#7AA6DCFF"
9044,445,"#EFC000FF"
9045,445,"#EFC000FF"
9046,445,"#EFC000FF"
9047,182,"#868686FF"
9049,445,"#EFC000FF"
9050,445,"#EFC000FF"
9051,445,"#EFC000FF"
9052,445,"#EFC000FF"
9053,445,"#EFC000FF"
9054,782,"white"
9057,445,"#EFC000FF"
9058,445,"#EFC000FF"
9060,445,"#EFC000FF"
9061,445,"#EFC000FF"
9062,445,"#EFC000FF"
9063,116,"#0073C2FF"
9064,445,"#EFC000FF"
9069,445,"#EFC000FF"
9070,445,"#EFC000FF"
9071,445,"#EFC000FF"
9073,445,"#EFC000FF"
9075,445,"#EFC000FF"
9078,445,"#EFC000FF"
9079,445,"#EFC000FF"
9082,1406,"#7AA6DCFF"
9083,445,"#EFC000FF"
9085,445,"#EFC000FF"
9086,445,"#EFC000FF"
9088,445,"#EFC000FF"
9089,445,"#EFC000FF"
9090,445,"#EFC000FF"
9091,445,"#EFC000FF"
9092,445,"#EFC000FF"
9093,445,"#EFC000FF"
