"","vertex","cluster","color"
"27331",6638,1406,"#7AA6DCFF"
"27332",36676,165,"#CD534CFF"
"27333",64182,445,"#EFC000FF"
"27334",30461,116,"#0073C2FF"
"27335",38946,584,"#3B3B3BFF"
"27336",67689,584,"#3B3B3BFF"
"27337",13455,584,"#3B3B3BFF"
"27338",44313,182,"#868686FF"
"27339",1782,116,"#0073C2FF"
"27340",21105,182,"#868686FF"
"27341",19906,182,"#868686FF"
"27342",22645,215,"#4A6990FF"
"27343",2279,584,"#3B3B3BFF"
"27344",57576,165,"#CD534CFF"
"27345",21106,182,"#868686FF"
"27346",44314,182,"#868686FF"
"27347",15343,584,"#3B3B3BFF"
"27348",41573,445,"#EFC000FF"
"27349",9626,165,"#CD534CFF"
"27350",19646,488,"#003C67FF"
"27351",2138,445,"#EFC000FF"
"27352",60017,1343,"white"
"27353",21107,182,"#868686FF"
"27354",21108,182,"#868686FF"
"27355",33468,215,"#4A6990FF"
"27356",18200,445,"#EFC000FF"
"27357",67691,533,"#8F7700FF"
"27358",30475,116,"#0073C2FF"
"27359",44318,182,"#868686FF"
"27360",10638,116,"#0073C2FF"
"27361",66278,410,"white"
"27362",64188,445,"#EFC000FF"
"27363",19012,182,"#868686FF"
"27364",67692,478,"white"
"27365",67693,478,"white"
"27366",67694,478,"white"
"27367",67695,533,"#8F7700FF"
"27368",67696,445,"#EFC000FF"
"27369",67697,138,"#A73030FF"
"27370",21793,445,"#EFC000FF"
"27371",30479,116,"#0073C2FF"
"27372",67698,381,"white"
"27373",67699,533,"#8F7700FF"
"27374",40460,445,"#EFC000FF"
"27375",21109,182,"#868686FF"
"27376",30483,116,"#0073C2FF"
"27377",64189,445,"#EFC000FF"
"27378",58562,445,"#EFC000FF"
"27379",65641,288,"white"
"27380",10865,445,"#EFC000FF"
"27381",30487,116,"#0073C2FF"
"27382",6652,1406,"#7AA6DCFF"
"27383",30489,116,"#0073C2FF"
"27384",65642,288,"white"
"27385",19704,165,"#CD534CFF"
"27386",6653,1406,"#7AA6DCFF"
"27387",48552,313,"white"
"27388",19086,165,"#CD534CFF"
"27389",67705,1549,"white"
"27390",67707,313,"white"
"27391",67708,165,"#CD534CFF"
"27392",16519,215,"#4A6990FF"
"27393",67709,138,"#A73030FF"
"27394",67710,445,"#EFC000FF"
"27395",67711,488,"#003C67FF"
"27396",67712,138,"#A73030FF"
"27397",67713,488,"#003C67FF"
"27398",67714,138,"#A73030FF"
"27399",37761,445,"#EFC000FF"
"27400",67715,533,"#8F7700FF"
"27401",67716,381,"white"
"27402",67717,533,"#8F7700FF"
"27403",67718,533,"#8F7700FF"
"27404",67719,533,"#8F7700FF"
"27405",30497,116,"#0073C2FF"
"27406",65914,116,"#0073C2FF"
"27407",39785,1343,"white"
"27408",67721,533,"#8F7700FF"
"27409",67722,313,"white"
"27410",67723,138,"#A73030FF"
"27411",67724,351,"white"
"27412",67725,352,"white"
"27413",21111,182,"#868686FF"
"27414",9627,165,"#CD534CFF"
"27415",15375,116,"#0073C2FF"
"27416",67726,138,"#A73030FF"
"27417",38312,533,"#8F7700FF"
"27418",67729,354,"white"
"27419",2280,584,"#3B3B3BFF"
"27420",21657,116,"#0073C2FF"
"27421",64198,445,"#EFC000FF"
"27422",51901,488,"#003C67FF"
"27423",67733,116,"#0073C2FF"
"27424",21993,533,"#8F7700FF"
"27425",67734,138,"#A73030FF"
"27426",21112,182,"#868686FF"
"27427",59230,165,"#CD534CFF"
"27428",60544,165,"#CD534CFF"
"27429",66815,116,"#0073C2FF"
"27430",21113,182,"#868686FF"
"27431",67735,1550,"white"
"27432",33310,182,"#868686FF"
"27433",6666,584,"#3B3B3BFF"
"27434",50261,488,"#003C67FF"
"27435",62137,165,"#CD534CFF"
"27436",67737,1551,"white"
"27437",9630,165,"#CD534CFF"
"27438",41011,584,"#3B3B3BFF"
"27439",15290,533,"#8F7700FF"
"27440",67739,445,"#EFC000FF"
"27441",17990,165,"#CD534CFF"
"27442",38827,533,"#8F7700FF"
"27443",34981,182,"#868686FF"
"27444",38370,1406,"#7AA6DCFF"
"27445",19283,116,"#0073C2FF"
"27446",9631,165,"#CD534CFF"
"27447",67742,1552,"white"
"27448",30508,116,"#0073C2FF"
"27449",6669,1406,"#7AA6DCFF"
"27450",6670,1406,"#7AA6DCFF"
"27451",21115,182,"#868686FF"
"27452",67744,138,"#A73030FF"
"27453",2002,165,"#CD534CFF"
"27454",21116,182,"#868686FF"
"27455",58833,1406,"#7AA6DCFF"
"27456",10092,165,"#CD534CFF"
"27457",15344,182,"#868686FF"
"27458",67746,138,"#A73030FF"
"27459",67062,313,"white"
"27460",14927,182,"#868686FF"
"27461",40250,182,"#868686FF"
"27462",64206,445,"#EFC000FF"
"27463",21118,584,"#3B3B3BFF"
"27464",52541,165,"#CD534CFF"
"27465",67747,515,"white"
"27466",67748,515,"white"
"27467",67749,515,"white"
"27468",67750,515,"white"
"27469",14248,165,"#CD534CFF"
"27470",53673,353,"white"
"27471",30516,138,"#A73030FF"
"27472",1159,165,"#CD534CFF"
"27473",67751,1343,"white"
"27474",14424,165,"#CD534CFF"
"27475",1492,584,"#3B3B3BFF"
"27476",16523,215,"#4A6990FF"
"27477",30518,116,"#0073C2FF"
"27478",16065,165,"#CD534CFF"
"27479",67599,533,"#8F7700FF"
"27480",58751,354,"white"
"27481",36726,165,"#CD534CFF"
"27482",67753,533,"#8F7700FF"
"27483",30523,116,"#0073C2FF"
"27484",19907,182,"#868686FF"
"27485",67755,515,"white"
"27486",62184,445,"#EFC000FF"
"27487",67756,138,"#A73030FF"
"27488",67757,355,"white"
"27489",44340,182,"#868686FF"
"27490",14729,165,"#CD534CFF"
"27491",21119,182,"#868686FF"
"27492",12339,182,"#868686FF"
"27493",64212,445,"#EFC000FF"
"27494",14249,182,"#868686FF"
"27495",6676,445,"#EFC000FF"
"27496",14425,165,"#CD534CFF"
"27497",37886,215,"#4A6990FF"
"27498",64213,445,"#EFC000FF"
"27499",37497,445,"#EFC000FF"
"27500",19804,116,"#0073C2FF"
"27501",19284,116,"#0073C2FF"
"27502",67760,445,"#EFC000FF"
"27503",12606,182,"#868686FF"
"27504",21120,182,"#868686FF"
"27505",10093,445,"#EFC000FF"
"27506",67761,138,"#A73030FF"
"27507",44343,182,"#868686FF"
"27508",57591,165,"#CD534CFF"
"27509",55413,165,"#CD534CFF"
"27510",21824,584,"#3B3B3BFF"
"27511",60758,445,"#EFC000FF"
"27512",64217,138,"#A73030FF"
"27513",67762,138,"#A73030FF"
"27514",1160,584,"#3B3B3BFF"
"27515",34626,165,"#CD534CFF"
"27516",30530,116,"#0073C2FF"
"27517",51056,116,"#0073C2FF"
"27518",67763,389,"white"
"27519",46845,1343,"white"
"27520",67765,182,"#868686FF"
"27521",64221,445,"#EFC000FF"
"27522",67766,138,"#A73030FF"
"27523",37317,165,"#CD534CFF"
"27524",50751,182,"#868686FF"
"27525",21121,182,"#868686FF"
"27526",53867,445,"#EFC000FF"
"27527",12115,488,"#003C67FF"
"27528",30536,116,"#0073C2FF"
"27529",10278,116,"#0073C2FF"
"27530",67770,445,"#EFC000FF"
"27531",21122,182,"#868686FF"
"27532",21123,182,"#868686FF"
"27533",13048,1343,"white"
"27534",47914,491,"white"
"27535",15063,165,"#CD534CFF"
"27536",21124,182,"#868686FF"
"27537",61912,445,"#EFC000FF"
"27538",67790,1343,"white"
"27539",67791,356,"white"
"27540",60666,1343,"white"
"27541",60379,313,"white"
"27542",67792,533,"#8F7700FF"
"27543",61535,533,"#8F7700FF"
"27544",67793,165,"#CD534CFF"
"27545",10639,182,"#868686FF"
"27546",67794,313,"white"
"27547",30544,116,"#0073C2FF"
"27548",30545,116,"#0073C2FF"
"27549",1161,182,"#868686FF"
"27550",67795,533,"#8F7700FF"
"27551",44364,182,"#868686FF"
"27552",9072,445,"#EFC000FF"
"27553",21125,182,"#868686FF"
"27554",50587,445,"#EFC000FF"
"27555",21126,182,"#868686FF"
"27556",10094,445,"#EFC000FF"
"27557",67796,357,"white"
"27558",30550,215,"#4A6990FF"
"27559",30551,116,"#0073C2FF"
"27560",30554,182,"#868686FF"
"27561",21127,182,"#868686FF"
"27562",17306,116,"#0073C2FF"
"27563",1162,165,"#CD534CFF"
"27564",50142,533,"#8F7700FF"
"27565",67797,138,"#A73030FF"
"27566",16525,215,"#4A6990FF"
"27567",48289,445,"#EFC000FF"
"27568",30556,488,"#003C67FF"
"27569",21129,182,"#868686FF"
"27570",37278,488,"#003C67FF"
"27571",36286,116,"#0073C2FF"
"27572",30559,116,"#0073C2FF"
"27573",21130,182,"#868686FF"
"27574",6691,1406,"#7AA6DCFF"
"27575",67798,488,"#003C67FF"
"27576",38578,182,"#868686FF"
"27577",62354,445,"#EFC000FF"
"27578",12340,182,"#868686FF"
"27579",21131,182,"#868686FF"
"27580",30569,116,"#0073C2FF"
"27581",18479,445,"#EFC000FF"
"27582",67799,464,"white"
"27583",54419,182,"#868686FF"
"27584",62615,313,"white"
"27585",61178,313,"white"
"27586",10095,445,"#EFC000FF"
"27587",38579,165,"#CD534CFF"
"27588",57601,165,"#CD534CFF"
"27589",62977,215,"#4A6990FF"
"27590",60381,313,"white"
"27591",30578,116,"#0073C2FF"
"27592",10640,116,"#0073C2FF"
"27593",67802,445,"#EFC000FF"
"27594",8301,165,"#CD534CFF"
"27595",67285,1343,"white"
"27596",48073,138,"#A73030FF"
"27597",23048,182,"#868686FF"
"27598",15064,116,"#0073C2FF"
"27599",44374,182,"#868686FF"
"27600",67803,533,"#8F7700FF"
"27601",67804,138,"#A73030FF"
"27602",67805,138,"#A73030FF"
"27603",67806,116,"#0073C2FF"
"27604",30581,116,"#0073C2FF"
"27605",67807,378,"white"
"27606",67808,138,"#A73030FF"
"27607",10952,488,"#003C67FF"
"27608",44375,182,"#868686FF"
"27609",15065,165,"#CD534CFF"
"27610",15066,165,"#CD534CFF"
"27611",67809,533,"#8F7700FF"
"27612",30586,584,"#3B3B3BFF"
"27613",67810,182,"#868686FF"
"27614",15067,116,"#0073C2FF"
"27615",17620,165,"#CD534CFF"
"27616",67811,138,"#A73030FF"
"27617",21133,182,"#868686FF"
"27618",64237,445,"#EFC000FF"
"27619",21135,182,"#868686FF"
"27620",16526,584,"#3B3B3BFF"
"27621",21136,182,"#868686FF"
"27622",16527,182,"#868686FF"
"27623",37762,445,"#EFC000FF"
"27624",13456,182,"#868686FF"
"27625",64239,445,"#EFC000FF"
"27626",30594,116,"#0073C2FF"
"27627",67812,358,"white"
"27628",21137,182,"#868686FF"
"27629",21138,182,"#868686FF"
"27630",12275,165,"#CD534CFF"
"27631",39557,182,"#868686FF"
"27632",14252,182,"#868686FF"
"27633",67813,378,"white"
"27634",57605,165,"#CD534CFF"
"27635",37445,165,"#CD534CFF"
"27636",44386,182,"#868686FF"
"27637",1286,445,"#EFC000FF"
"27638",17923,182,"#868686FF"
"27639",61448,182,"#868686FF"
"27640",67815,138,"#A73030FF"
"27641",9634,165,"#CD534CFF"
"27642",16881,584,"#3B3B3BFF"
"27643",30599,116,"#0073C2FF"
"27644",36598,182,"#868686FF"
"27645",13972,445,"#EFC000FF"
"27646",15068,165,"#CD534CFF"
"27647",44391,182,"#868686FF"
"27648",33172,488,"#003C67FF"
"27649",23049,182,"#868686FF"
"27650",21139,116,"#0073C2FF"
"27651",67818,138,"#A73030FF"
"27652",11639,445,"#EFC000FF"
"27653",37318,165,"#CD534CFF"
"27654",8525,488,"#003C67FF"
"27655",34542,165,"#CD534CFF"
"27656",44394,182,"#868686FF"
"27657",14426,165,"#CD534CFF"
"27658",17209,182,"#868686FF"
"27659",17518,445,"#EFC000FF"
"27660",14255,165,"#CD534CFF"
"27661",10794,488,"#003C67FF"
"27662",21140,182,"#868686FF"
"27663",15186,215,"#4A6990FF"
"27664",34654,445,"#EFC000FF"
"27665",57613,165,"#CD534CFF"
"27666",67828,445,"#EFC000FF"
"27667",21141,182,"#868686FF"
"27668",9635,165,"#CD534CFF"
"27669",12342,182,"#868686FF"
"27670",44398,182,"#868686FF"
"27671",22043,445,"#EFC000FF"
"27672",6705,1406,"#7AA6DCFF"
"27673",484,165,"#CD534CFF"
"27674",30611,116,"#0073C2FF"
"27675",60383,313,"white"
"27676",6708,1406,"#7AA6DCFF"
"27677",9636,165,"#CD534CFF"
"27678",18265,165,"#CD534CFF"
"27679",6709,1406,"#7AA6DCFF"
"27680",57615,445,"#EFC000FF"
"27681",57616,165,"#CD534CFF"
"27682",18512,584,"#3B3B3BFF"
"27683",15679,584,"#3B3B3BFF"
"27684",67830,533,"#8F7700FF"
"27685",21144,182,"#868686FF"
"27686",9637,165,"#CD534CFF"
"27687",53540,445,"#EFC000FF"
"27688",48253,116,"#0073C2FF"
"27689",18741,182,"#868686FF"
"27690",18405,165,"#CD534CFF"
"27691",64247,445,"#EFC000FF"
"27692",14730,165,"#CD534CFF"
"27693",59437,138,"#A73030FF"
"27694",21948,445,"#EFC000FF"
"27695",17127,445,"#EFC000FF"
"27696",67831,359,"white"
"27697",16529,182,"#868686FF"
"27698",8586,445,"#EFC000FF"
"27699",9638,165,"#CD534CFF"
"27700",14427,165,"#CD534CFF"
"27701",12607,533,"#8F7700FF"
"27702",18742,165,"#CD534CFF"
"27703",51284,165,"#CD534CFF"
"27704",67834,360,"white"
"27705",17621,165,"#CD534CFF"
"27706",6715,1406,"#7AA6DCFF"
"27707",67835,488,"#003C67FF"
"27708",58953,182,"#868686FF"
"27709",739,445,"#EFC000FF"
"27710",13561,182,"#868686FF"
"27711",41236,313,"white"
"27712",67840,138,"#A73030FF"
"27713",8302,165,"#CD534CFF"
"27714",10953,584,"#3B3B3BFF"
"27715",10279,165,"#CD534CFF"
"27716",51219,138,"#A73030FF"
"27717",58639,1553,"white"
"27718",44411,182,"#868686FF"
"27719",23050,182,"#868686FF"
"27720",15480,182,"#868686FF"
"27721",10507,182,"#868686FF"
"27722",67845,215,"#4A6990FF"
"27723",44412,182,"#868686FF"
"27724",67847,138,"#A73030FF"
"27725",44413,182,"#868686FF"
"27726",21795,116,"#0073C2FF"
"27727",67848,533,"#8F7700FF"
"27728",22380,445,"#EFC000FF"
"27729",36825,182,"#868686FF"
"27730",13999,1343,"white"
"27731",49989,445,"#EFC000FF"
"27732",6722,1406,"#7AA6DCFF"
"27733",10954,584,"#3B3B3BFF"
"27734",44416,182,"#868686FF"
"27735",64254,445,"#EFC000FF"
"27736",1163,182,"#868686FF"
"27737",39910,584,"#3B3B3BFF"
"27738",16049,182,"#868686FF"
"27739",10280,165,"#CD534CFF"
"27740",67849,1554,"white"
"27741",10096,445,"#EFC000FF"
"27742",30644,116,"#0073C2FF"
"27743",14258,445,"#EFC000FF"
"27744",67851,533,"#8F7700FF"
"27745",67852,138,"#A73030FF"
"27746",14731,165,"#CD534CFF"
"27747",16531,215,"#4A6990FF"
"27748",6726,1406,"#7AA6DCFF"
"27749",67854,584,"#3B3B3BFF"
"27750",67855,182,"#868686FF"
"27751",47402,445,"#EFC000FF"
"27752",66999,1555,"white"
"27753",1164,584,"#3B3B3BFF"
"27754",48514,445,"#EFC000FF"
"27755",6729,445,"#EFC000FF"
"27756",67857,533,"#8F7700FF"
"27757",57629,165,"#CD534CFF"
"27758",67858,445,"#EFC000FF"
"27759",44424,182,"#868686FF"
"27760",21149,584,"#3B3B3BFF"
"27761",67859,116,"#0073C2FF"
"27762",67860,138,"#A73030FF"
"27763",13188,116,"#0073C2FF"
"27764",67861,508,"white"
"27765",67862,445,"#EFC000FF"
"27766",35301,584,"#3B3B3BFF"
"27767",67863,138,"#A73030FF"
"27768",30654,116,"#0073C2FF"
"27769",8182,215,"#4A6990FF"
"27770",21150,182,"#868686FF"
"27771",41027,584,"#3B3B3BFF"
"27772",67864,378,"white"
"27773",67865,533,"#8F7700FF"
"27774",67866,182,"#868686FF"
"27775",19013,182,"#868686FF"
"27776",67867,445,"#EFC000FF"
"27777",30660,116,"#0073C2FF"
"27778",44434,182,"#868686FF"
"27779",30661,116,"#0073C2FF"
"27780",9074,445,"#EFC000FF"
"27781",15069,116,"#0073C2FF"
"27782",67868,361,"white"
"27783",2139,445,"#EFC000FF"
"27784",67869,313,"white"
"27785",67870,138,"#A73030FF"
"27786",67871,165,"#CD534CFF"
"27787",67872,138,"#A73030FF"
"27788",10097,445,"#EFC000FF"
"27789",67873,165,"#CD534CFF"
"27790",67874,533,"#8F7700FF"
"27791",17098,445,"#EFC000FF"
"27792",10434,116,"#0073C2FF"
"27793",67876,362,"white"
"27794",38195,584,"#3B3B3BFF"
"27795",60384,313,"white"
"27796",37764,445,"#EFC000FF"
"27797",40255,182,"#868686FF"
"27798",67877,457,"white"
"27799",67878,215,"#4A6990FF"
"27800",36459,445,"#EFC000FF"
"27801",15070,165,"#CD534CFF"
"27802",30671,116,"#0073C2FF"
"27803",21154,182,"#868686FF"
"27804",67879,445,"#EFC000FF"
"27805",1557,445,"#EFC000FF"
"27806",18000,116,"#0073C2FF"
"27807",55038,116,"#0073C2FF"
"27808",38196,182,"#868686FF"
"27809",67883,138,"#A73030FF"
"27810",67884,116,"#0073C2FF"
"27811",10098,445,"#EFC000FF"
"27812",19329,460,"white"
"27813",67885,138,"#A73030FF"
"27814",67886,387,"white"
"27815",30674,215,"#4A6990FF"
"27816",67887,533,"#8F7700FF"
"27817",67888,533,"#8F7700FF"
"27818",16050,182,"#868686FF"
"27819",15481,182,"#868686FF"
"27820",60385,313,"white"
"27821",33992,182,"#868686FF"
"27822",15071,165,"#CD534CFF"
"27823",16113,445,"#EFC000FF"
"27824",18368,165,"#CD534CFF"
"27825",67890,138,"#A73030FF"
"27826",67891,533,"#8F7700FF"
"27827",18031,584,"#3B3B3BFF"
"27828",36194,584,"#3B3B3BFF"
"27829",50206,584,"#3B3B3BFF"
"27830",10099,445,"#EFC000FF"
"27831",67892,138,"#A73030FF"
"27832",41590,533,"#8F7700FF"
"27833",13457,488,"#003C67FF"
"27834",6742,1406,"#7AA6DCFF"
"27835",14733,165,"#CD534CFF"
"27836",1783,116,"#0073C2FF"
"27837",64263,445,"#EFC000FF"
"27838",41032,584,"#3B3B3BFF"
"27839",166,116,"#0073C2FF"
"27840",67896,182,"#868686FF"
"27841",30681,116,"#0073C2FF"
"27842",2140,445,"#EFC000FF"
"27843",16918,182,"#868686FF"
"27844",52190,182,"#868686FF"
"27845",16534,182,"#868686FF"
"27846",36195,584,"#3B3B3BFF"
"27847",41519,488,"#003C67FF"
"27848",67898,381,"white"
"27849",38390,445,"#EFC000FF"
"27850",60893,488,"#003C67FF"
"27851",61164,165,"#CD534CFF"
"27852",67899,182,"#868686FF"
"27853",15877,445,"#EFC000FF"
"27854",67900,138,"#A73030FF"
"27855",67901,182,"#868686FF"
"27856",44450,182,"#868686FF"
"27857",64265,445,"#EFC000FF"
"27858",67902,138,"#A73030FF"
"27859",167,116,"#0073C2FF"
"27860",67903,445,"#EFC000FF"
"27861",10641,116,"#0073C2FF"
"27862",17622,165,"#CD534CFF"
"27863",51920,488,"#003C67FF"
"27864",2281,584,"#3B3B3BFF"
"27865",8303,165,"#CD534CFF"
"27866",30693,116,"#0073C2FF"
"27867",8183,445,"#EFC000FF"
"27868",53000,445,"#EFC000FF"
"27869",17924,182,"#868686FF"
"27870",16882,584,"#3B3B3BFF"
"27871",67576,533,"#8F7700FF"
"27872",30696,116,"#0073C2FF"
"27873",37765,445,"#EFC000FF"
"27874",57640,165,"#CD534CFF"
"27875",7946,116,"#0073C2FF"
"27876",23053,182,"#868686FF"
"27877",19014,182,"#868686FF"
"27878",67905,445,"#EFC000FF"
"27879",67907,1556,"white"
"27880",10477,445,"#EFC000FF"
"27881",35302,488,"#003C67FF"
"27882",38197,165,"#CD534CFF"
"27883",15734,116,"#0073C2FF"
"27884",14734,165,"#CD534CFF"
"27885",16535,215,"#4A6990FF"
"27886",15072,165,"#CD534CFF"
"27887",6757,1406,"#7AA6DCFF"
"27888",67909,138,"#A73030FF"
"27889",21156,182,"#868686FF"
"27890",67910,445,"#EFC000FF"
"27891",62284,182,"#868686FF"
"27892",30701,116,"#0073C2FF"
"27893",21157,182,"#868686FF"
"27894",50496,215,"#4A6990FF"
"27895",44457,182,"#868686FF"
"27896",19908,182,"#868686FF"
"27897",18743,165,"#CD534CFF"
"27898",61614,165,"#CD534CFF"
"27899",67911,1557,"white"
"27900",67913,533,"#8F7700FF"
"27901",67914,215,"#4A6990FF"
"27902",44460,182,"#868686FF"
"27903",30709,116,"#0073C2FF"
"27904",67916,182,"#868686FF"
"27905",15073,165,"#CD534CFF"
"27906",67917,533,"#8F7700FF"
"27907",53541,445,"#EFC000FF"
"27908",67918,116,"#0073C2FF"
"27909",35303,445,"#EFC000FF"
"27910",36275,116,"#0073C2FF"
"27911",34693,182,"#868686FF"
"27912",67924,116,"#0073C2FF"
"27913",67925,138,"#A73030FF"
"27914",64274,445,"#EFC000FF"
"27915",21160,182,"#868686FF"
"27916",16537,215,"#4A6990FF"
"27917",67035,533,"#8F7700FF"
"27918",30712,488,"#003C67FF"
"27919",54273,1406,"#7AA6DCFF"
"27920",67926,533,"#8F7700FF"
"27921",53222,445,"#EFC000FF"
"27922",21161,182,"#868686FF"
"27923",21162,182,"#868686FF"
"27924",44475,182,"#868686FF"
"27925",6761,116,"#0073C2FF"
"27926",44476,182,"#868686FF"
"27927",64278,445,"#EFC000FF"
"27928",1784,116,"#0073C2FF"
"27929",21165,182,"#868686FF"
"27930",15482,165,"#CD534CFF"
"27931",8587,445,"#EFC000FF"
"27932",21166,182,"#868686FF"
"27933",67927,484,"white"
"27934",10101,445,"#EFC000FF"
"27935",30724,116,"#0073C2FF"
"27936",62106,182,"#868686FF"
"27937",6764,1406,"#7AA6DCFF"
"27938",67929,533,"#8F7700FF"
"27939",35304,488,"#003C67FF"
"27940",67930,378,"white"
"27941",8184,584,"#3B3B3BFF"
"27942",6766,1406,"#7AA6DCFF"
"27943",2003,165,"#CD534CFF"
"27944",67932,364,"white"
"27945",67933,182,"#868686FF"
"27946",10955,182,"#868686FF"
"27947",21167,182,"#868686FF"
"27948",67598,445,"#EFC000FF"
"27949",21168,182,"#868686FF"
"27950",33173,165,"#CD534CFF"
"27951",67934,389,"white"
"27952",30731,116,"#0073C2FF"
"27953",21169,165,"#CD534CFF"
"27954",67935,138,"#A73030FF"
"27955",44486,182,"#868686FF"
"27956",9076,445,"#EFC000FF"
"27957",12608,533,"#8F7700FF"
"27958",10102,445,"#EFC000FF"
"27959",16051,182,"#868686FF"
"27960",21170,182,"#868686FF"
"27961",19909,182,"#868686FF"
"27962",15345,182,"#868686FF"
"27963",30735,138,"#A73030FF"
"27964",21172,182,"#868686FF"
"27965",40258,182,"#868686FF"
"27966",30736,116,"#0073C2FF"
"27967",50853,488,"#003C67FF"
"27968",9642,165,"#CD534CFF"
"27969",21174,182,"#868686FF"
"27970",18836,182,"#868686FF"
"27971",64287,445,"#EFC000FF"
"27972",56045,215,"#4A6990FF"
"27973",18369,165,"#CD534CFF"
"27974",67939,138,"#A73030FF"
"27975",1931,165,"#CD534CFF"
"27976",21175,182,"#868686FF"
"27977",34797,182,"#868686FF"
"27978",30743,116,"#0073C2FF"
"27979",53101,215,"#4A6990FF"
"27980",40362,165,"#CD534CFF"
"27981",13749,445,"#EFC000FF"
"27982",21176,182,"#868686FF"
"27983",2283,584,"#3B3B3BFF"
"27984",67940,445,"#EFC000FF"
"27985",10643,116,"#0073C2FF"
"27986",9077,445,"#EFC000FF"
"27987",30750,116,"#0073C2FF"
"27988",67941,533,"#8F7700FF"
"27989",10644,116,"#0073C2FF"
"27990",38581,165,"#CD534CFF"
"27991",15878,445,"#EFC000FF"
"27992",30758,116,"#0073C2FF"
"27993",39459,488,"#003C67FF"
"27994",67942,365,"white"
"27995",10258,445,"#EFC000FF"
"27996",67943,1558,"white"
"27997",67945,1559,"white"
"27998",12609,533,"#8F7700FF"
"27999",10103,445,"#EFC000FF"
"28000",53857,182,"#868686FF"
"28001",17829,445,"#EFC000FF"
"28002",47337,182,"#868686FF"
"28003",60388,313,"white"
"28004",67947,533,"#8F7700FF"
"28005",30764,116,"#0073C2FF"
"28006",67948,366,"white"
"28007",741,116,"#0073C2FF"
"28008",22265,116,"#0073C2FF"
"28009",44502,182,"#868686FF"
"28010",67949,533,"#8F7700FF"
"28011",44503,182,"#868686FF"
"28012",67838,182,"#868686FF"
"28013",21179,182,"#868686FF"
"28014",2141,445,"#EFC000FF"
"28015",6782,1406,"#7AA6DCFF"
"28016",44505,182,"#868686FF"
"28017",61179,313,"white"
"28018",67950,533,"#8F7700FF"
"28019",21181,182,"#868686FF"
"28020",17624,165,"#CD534CFF"
"28021",67758,182,"#868686FF"
"28022",21182,182,"#868686FF"
"28023",10104,165,"#CD534CFF"
"28024",39803,165,"#CD534CFF"
"28025",9643,165,"#CD534CFF"
"28026",21183,182,"#868686FF"
"28027",41037,584,"#3B3B3BFF"
"28028",9644,165,"#CD534CFF"
"28029",67951,182,"#868686FF"
"28030",8304,165,"#CD534CFF"
"28031",6785,1406,"#7AA6DCFF"
"28032",67953,1406,"#7AA6DCFF"
"28033",67954,1481,"white"
"28034",44512,533,"#8F7700FF"
"28035",15074,165,"#CD534CFF"
"28036",35078,182,"#868686FF"
"28037",10956,182,"#868686FF"
"28038",67956,138,"#A73030FF"
"28039",30782,116,"#0073C2FF"
"28040",67957,138,"#A73030FF"
"28041",21185,182,"#868686FF"
"28042",1493,584,"#3B3B3BFF"
"28043",30784,116,"#0073C2FF"
"28044",67067,313,"white"
"28045",33552,394,"white"
"28046",47348,116,"#0073C2FF"
"28047",30787,116,"#0073C2FF"
"28048",12928,445,"#EFC000FF"
"28049",46613,533,"#8F7700FF"
"28050",46614,533,"#8F7700FF"
"28051",23055,182,"#868686FF"
"28052",64300,445,"#EFC000FF"
"28053",55389,165,"#CD534CFF"
"28054",67959,367,"white"
"28055",67960,1560,"white"
"28056",21187,182,"#868686FF"
"28057",64304,445,"#EFC000FF"
"28058",10957,584,"#3B3B3BFF"
"28059",37766,445,"#EFC000FF"
"28060",67962,368,"white"
"28061",9645,165,"#CD534CFF"
"28062",67963,1561,"white"
"28063",39528,445,"#EFC000FF"
"28064",67965,445,"#EFC000FF"
"28065",67966,138,"#A73030FF"
"28066",16129,445,"#EFC000FF"
"28067",6790,138,"#A73030FF"
"28068",30799,116,"#0073C2FF"
"28069",6791,1406,"#7AA6DCFF"
"28070",30800,116,"#0073C2FF"
"28071",67967,381,"white"
"28072",60391,313,"white"
"28073",11643,445,"#EFC000FF"
"28074",67968,116,"#0073C2FF"
"28075",16543,215,"#4A6990FF"
"28076",67969,369,"white"
"28077",30807,116,"#0073C2FF"
"28078",67970,533,"#8F7700FF"
"28079",64309,445,"#EFC000FF"
"28080",67971,182,"#868686FF"
"28081",48146,165,"#CD534CFF"
"28082",9214,116,"#0073C2FF"
"28083",30813,116,"#0073C2FF"
"28084",60392,313,"white"
"28085",20047,116,"#0073C2FF"
"28086",30816,116,"#0073C2FF"
"28087",55183,215,"#4A6990FF"
"28088",12889,165,"#CD534CFF"
"28089",44526,182,"#868686FF"
"28090",18947,116,"#0073C2FF"
"28091",12463,533,"#8F7700FF"
"28092",16883,182,"#868686FF"
"28093",6799,445,"#EFC000FF"
"28094",62570,138,"#A73030FF"
"28095",57668,165,"#CD534CFF"
"28096",1558,445,"#EFC000FF"
"28097",30823,116,"#0073C2FF"
"28098",44532,182,"#868686FF"
"28099",30824,116,"#0073C2FF"
"28100",8305,165,"#CD534CFF"
"28101",67980,533,"#8F7700FF"
"28102",40466,584,"#3B3B3BFF"
"28103",37767,445,"#EFC000FF"
"28104",67981,138,"#A73030FF"
"28105",47286,445,"#EFC000FF"
"28106",67982,370,"white"
"28107",21189,165,"#CD534CFF"
