"","vertex","cluster","color"
"20761",5145,1406,"#7AA6DCFF"
"20762",22243,138,"#A73030FF"
"20763",62420,182,"#868686FF"
"20764",62421,445,"#EFC000FF"
"20765",53448,1343,"white"
"20766",62422,445,"#EFC000FF"
"20767",15330,182,"#868686FF"
"20768",40847,584,"#3B3B3BFF"
"20769",18043,116,"#0073C2FF"
"20770",47375,584,"#3B3B3BFF"
"20771",62424,445,"#EFC000FF"
"20772",5147,1406,"#7AA6DCFF"
"20773",38528,165,"#CD534CFF"
"20774",62425,138,"#A73030FF"
"20775",5148,1406,"#7AA6DCFF"
"20776",36613,445,"#EFC000FF"
"20777",42919,533,"#8F7700FF"
"20778",62426,445,"#EFC000FF"
"20779",62427,165,"#CD534CFF"
"20780",62428,138,"#A73030FF"
"20781",62429,445,"#EFC000FF"
"20782",15331,584,"#3B3B3BFF"
"20783",62430,445,"#EFC000FF"
"20784",62431,445,"#EFC000FF"
"20785",5150,1406,"#7AA6DCFF"
"20786",62432,445,"#EFC000FF"
"20787",50995,445,"#EFC000FF"
"20788",62433,215,"#4A6990FF"
"20789",42922,182,"#868686FF"
"20790",20670,165,"#CD534CFF"
"20791",27491,138,"#A73030FF"
"20792",5152,116,"#0073C2FF"
"20793",62434,182,"#868686FF"
"20794",38529,165,"#CD534CFF"
"20795",62435,138,"#A73030FF"
"20796",62436,1324,"white"
"20797",62438,1406,"#7AA6DCFF"
"20798",59339,445,"#EFC000FF"
"20799",12040,116,"#0073C2FF"
"20800",11947,116,"#0073C2FF"
"20801",37733,445,"#EFC000FF"
"20802",62439,138,"#A73030FF"
"20803",19697,165,"#CD534CFF"
"20804",17540,326,"white"
"20805",62440,445,"#EFC000FF"
"20806",62441,445,"#EFC000FF"
"20807",8169,182,"#868686FF"
"20808",20671,165,"#CD534CFF"
"20809",16363,215,"#4A6990FF"
"20810",5153,1406,"#7AA6DCFF"
"20811",33704,165,"#CD534CFF"
"20812",42924,182,"#868686FF"
"20813",10611,116,"#0073C2FF"
"20814",62444,445,"#EFC000FF"
"20815",15437,584,"#3B3B3BFF"
"20816",27499,116,"#0073C2FF"
"20817",55768,165,"#CD534CFF"
"20818",10006,165,"#CD534CFF"
"20819",62446,584,"#3B3B3BFF"
"20820",27500,116,"#0073C2FF"
"20821",62447,445,"#EFC000FF"
"20822",33283,165,"#CD534CFF"
"20823",62448,445,"#EFC000FF"
"20824",62449,138,"#A73030FF"
"20825",34114,165,"#CD534CFF"
"20826",42925,182,"#868686FF"
"20827",62450,445,"#EFC000FF"
"20828",22985,182,"#868686FF"
"20829",62451,445,"#EFC000FF"
"20830",5155,1406,"#7AA6DCFF"
"20831",15240,165,"#CD534CFF"
"20832",53523,445,"#EFC000FF"
"20833",62452,445,"#EFC000FF"
"20834",27503,116,"#0073C2FF"
"20835",27504,116,"#0073C2FF"
"20836",53524,445,"#EFC000FF"
"20837",62453,445,"#EFC000FF"
"20838",36567,214,"white"
"20839",12451,445,"#EFC000FF"
"20840",42929,182,"#868686FF"
"20841",14160,165,"#CD534CFF"
"20842",16364,215,"#4A6990FF"
"20843",62458,363,"white"
"20844",42931,182,"#868686FF"
"20845",62459,445,"#EFC000FF"
"20846",62460,533,"#8F7700FF"
"20847",62461,165,"#CD534CFF"
"20848",40850,584,"#3B3B3BFF"
"20849",61326,182,"#868686FF"
"20850",2253,584,"#3B3B3BFF"
"20851",62462,445,"#EFC000FF"
"20852",48,215,"#4A6990FF"
"20853",27511,116,"#0073C2FF"
"20854",62541,445,"#EFC000FF"
"20855",16365,215,"#4A6990FF"
"20856",62542,445,"#EFC000FF"
"20857",62543,533,"#8F7700FF"
"20858",62544,220,"white"
"20859",62545,445,"#EFC000FF"
"20860",62546,165,"#CD534CFF"
"20861",11517,445,"#EFC000FF"
"20862",15171,215,"#4A6990FF"
"20863",62547,445,"#EFC000FF"
"20864",59716,215,"#4A6990FF"
"20865",20675,182,"#868686FF"
"20866",62548,138,"#A73030FF"
"20867",40191,182,"#868686FF"
"20868",62549,445,"#EFC000FF"
"20869",9490,165,"#CD534CFF"
"20870",62550,165,"#CD534CFF"
"20871",48118,165,"#CD534CFF"
"20872",27515,138,"#A73030FF"
"20873",39856,165,"#CD534CFF"
"20874",16075,445,"#EFC000FF"
"20875",49865,445,"#EFC000FF"
"20876",56903,165,"#CD534CFF"
"20877",8277,165,"#CD534CFF"
"20878",42934,182,"#868686FF"
"20879",56904,182,"#868686FF"
"20880",50929,165,"#CD534CFF"
"20881",27516,116,"#0073C2FF"
"20882",62552,838,"white"
"20883",14161,215,"#4A6990FF"
"20884",50875,584,"#3B3B3BFF"
"20885",51394,445,"#EFC000FF"
"20886",62553,1230,"white"
"20887",5166,1406,"#7AA6DCFF"
"20888",62554,182,"#868686FF"
"20889",9491,165,"#CD534CFF"
"20890",56905,165,"#CD534CFF"
"20891",62555,445,"#EFC000FF"
"20892",42936,182,"#868686FF"
"20893",5167,1406,"#7AA6DCFF"
"20894",62556,116,"#0073C2FF"
"20895",22986,182,"#868686FF"
"20896",62557,1373,"white"
"20897",18255,165,"#CD534CFF"
"20898",59384,1260,"white"
"20899",14389,165,"#CD534CFF"
"20900",62560,445,"#EFC000FF"
"20901",62561,165,"#CD534CFF"
"20902",20676,182,"#868686FF"
"20903",9492,165,"#CD534CFF"
"20904",20677,182,"#868686FF"
"20905",11518,445,"#EFC000FF"
"20906",62562,138,"#A73030FF"
"20907",62563,1127,"white"
"20908",46433,533,"#8F7700FF"
"20909",53097,215,"#4A6990FF"
"20910",62565,116,"#0073C2FF"
"20911",27520,116,"#0073C2FF"
"20912",62566,445,"#EFC000FF"
"20913",49937,445,"#EFC000FF"
"20914",27522,116,"#0073C2FF"
"20915",19572,488,"#003C67FF"
"20916",15033,165,"#CD534CFF"
"20917",62567,445,"#EFC000FF"
"20918",27526,116,"#0073C2FF"
"20919",62568,445,"#EFC000FF"
"20920",12179,138,"#A73030FF"
"20921",27527,116,"#0073C2FF"
"20922",20678,182,"#868686FF"
"20923",62575,138,"#A73030FF"
"20924",18446,165,"#CD534CFF"
"20925",9493,165,"#CD534CFF"
"20926",56909,165,"#CD534CFF"
"20927",27530,116,"#0073C2FF"
"20928",10007,445,"#EFC000FF"
"20929",62577,138,"#A73030FF"
"20930",62578,533,"#8F7700FF"
"20931",42943,182,"#868686FF"
"20932",49614,445,"#EFC000FF"
"20933",62579,445,"#EFC000FF"
"20934",62580,445,"#EFC000FF"
"20935",27532,116,"#0073C2FF"
"20936",62581,445,"#EFC000FF"
"20937",9494,165,"#CD534CFF"
"20938",8956,445,"#EFC000FF"
"20939",55661,138,"#A73030FF"
"20940",62584,116,"#0073C2FF"
"20941",62585,445,"#EFC000FF"
"20942",42944,182,"#868686FF"
"20943",35230,445,"#EFC000FF"
"20944",53668,216,"white"
"20945",62587,138,"#A73030FF"
"20946",62588,488,"#003C67FF"
"20947",62589,138,"#A73030FF"
"20948",42945,182,"#868686FF"
"20949",62590,584,"#3B3B3BFF"
"20950",40192,182,"#868686FF"
"20951",425,488,"#003C67FF"
"20952",62591,445,"#EFC000FF"
"20953",10612,116,"#0073C2FF"
"20954",62592,838,"white"
"20955",51395,445,"#EFC000FF"
"20956",15650,584,"#3B3B3BFF"
"20957",48058,182,"#868686FF"
"20958",20679,165,"#CD534CFF"
"20959",62593,1374,"white"
"20960",61213,182,"#868686FF"
"20961",11886,182,"#868686FF"
"20962",27539,116,"#0073C2FF"
"20963",18687,165,"#CD534CFF"
"20964",27541,116,"#0073C2FF"
"20965",8170,215,"#4A6990FF"
"20966",62595,445,"#EFC000FF"
"20967",62596,488,"#003C67FF"
"20968",15438,584,"#3B3B3BFF"
"20969",62598,445,"#EFC000FF"
"20970",56910,165,"#CD534CFF"
"20971",62599,116,"#0073C2FF"
"20972",15332,445,"#EFC000FF"
"20973",27542,116,"#0073C2FF"
"20974",46186,518,"white"
"20975",2111,445,"#EFC000FF"
"20976",62603,1286,"white"
"20977",62604,217,"white"
"20978",62606,445,"#EFC000FF"
"20979",62607,445,"#EFC000FF"
"20980",36256,182,"#868686FF"
"20981",62608,445,"#EFC000FF"
"20982",16366,215,"#4A6990FF"
"20983",5174,1406,"#7AA6DCFF"
"20984",60343,313,"white"
"20985",62609,116,"#0073C2FF"
"20986",53525,445,"#EFC000FF"
"20987",62610,445,"#EFC000FF"
"20988",2254,215,"#4A6990FF"
"20989",60344,313,"white"
"20990",35233,445,"#EFC000FF"
"20991",2038,165,"#CD534CFF"
"20992",62611,488,"#003C67FF"
"20993",62613,138,"#A73030FF"
"20994",20681,165,"#CD534CFF"
"20995",426,445,"#EFC000FF"
"20996",62292,445,"#EFC000FF"
"20997",62614,313,"white"
"20998",10933,182,"#868686FF"
"20999",62616,116,"#0073C2FF"
"21000",35648,410,"white"
"21001",20683,182,"#868686FF"
"21002",12809,116,"#0073C2FF"
"21003",62617,445,"#EFC000FF"
"21004",62618,488,"#003C67FF"
"21005",718,445,"#EFC000FF"
"21006",62621,1375,"white"
"21007",48059,165,"#CD534CFF"
"21008",62623,515,"white"
"21009",62624,445,"#EFC000FF"
"21010",62625,445,"#EFC000FF"
"21011",15990,165,"#CD534CFF"
"21012",33443,445,"#EFC000FF"
"21013",62628,1406,"#7AA6DCFF"
"21014",13109,445,"#EFC000FF"
"21015",40193,182,"#868686FF"
"21016",14570,445,"#EFC000FF"
"21017",38530,165,"#CD534CFF"
"21018",8278,165,"#CD534CFF"
"21019",269,116,"#0073C2FF"
"21020",20684,182,"#868686FF"
"21021",62632,445,"#EFC000FF"
"21022",62633,238,"white"
"21023",56915,165,"#CD534CFF"
"21024",14894,182,"#868686FF"
"21025",60691,1546,"white"
"21026",20686,182,"#868686FF"
"21027",53187,217,"white"
"21028",62637,445,"#EFC000FF"
"21029",27556,116,"#0073C2FF"
"21030",62639,138,"#A73030FF"
"21031",40194,182,"#868686FF"
"21032",60408,1546,"white"
"21033",62640,533,"#8F7700FF"
"21034",48518,445,"#EFC000FF"
"21035",20687,182,"#868686FF"
"21036",56916,165,"#CD534CFF"
"21037",53995,165,"#CD534CFF"
"21038",33890,165,"#CD534CFF"
"21039",62641,445,"#EFC000FF"
"21040",1090,445,"#EFC000FF"
"21041",33891,165,"#CD534CFF"
"21042",47765,165,"#CD534CFF"
"21043",18689,165,"#CD534CFF"
"21044",11520,445,"#EFC000FF"
"21045",56917,165,"#CD534CFF"
"21046",62642,1376,"white"
"21047",62644,138,"#A73030FF"
"21048",62645,445,"#EFC000FF"
"21049",62646,445,"#EFC000FF"
"21050",14164,165,"#CD534CFF"
"21051",62647,138,"#A73030FF"
"21052",33444,800,"white"
"21053",5183,1406,"#7AA6DCFF"
"21054",62658,182,"#868686FF"
"21055",42956,182,"#868686FF"
"21056",62659,445,"#EFC000FF"
"21057",1982,165,"#CD534CFF"
"21058",20690,182,"#868686FF"
"21059",11521,445,"#EFC000FF"
"21060",11522,445,"#EFC000FF"
"21061",27566,138,"#A73030FF"
"21062",62660,471,"white"
"21063",58887,182,"#868686FF"
"21064",149,116,"#0073C2FF"
"21065",62661,445,"#EFC000FF"
"21066",49686,165,"#CD534CFF"
"21067",42959,182,"#868686FF"
"21068",5188,1406,"#7AA6DCFF"
"21069",16369,215,"#4A6990FF"
"21070",17566,165,"#CD534CFF"
"21071",20691,182,"#868686FF"
"21072",62662,138,"#A73030FF"
"21073",62663,445,"#EFC000FF"
"21074",5189,1406,"#7AA6DCFF"
"21075",55501,410,"white"
"21076",39427,215,"#4A6990FF"
"21077",5190,445,"#EFC000FF"
"21078",62668,445,"#EFC000FF"
"21079",11751,165,"#CD534CFF"
"21080",27577,116,"#0073C2FF"
"21081",62669,138,"#A73030FF"
"21082",62670,165,"#CD534CFF"
"21083",62671,182,"#868686FF"
"21084",40589,116,"#0073C2FF"
"21085",42961,553,"white"
"21086",10538,671,"white"
"21087",62675,138,"#A73030FF"
"21088",62676,488,"#003C67FF"
"21089",62678,445,"#EFC000FF"
"21090",62679,533,"#8F7700FF"
"21091",16076,445,"#EFC000FF"
"21092",62680,445,"#EFC000FF"
"21093",62681,445,"#EFC000FF"
"21094",62682,445,"#EFC000FF"
"21095",62683,1377,"white"
"21096",2039,165,"#CD534CFF"
"21097",62686,445,"#EFC000FF"
"21098",17952,116,"#0073C2FF"
"21099",62687,445,"#EFC000FF"
"21100",62688,445,"#EFC000FF"
"21101",20693,182,"#868686FF"
"21102",27588,116,"#0073C2FF"
"21103",11524,445,"#EFC000FF"
"21104",18691,165,"#CD534CFF"
"21105",5202,1406,"#7AA6DCFF"
"21106",5203,1406,"#7AA6DCFF"
"21107",62689,533,"#8F7700FF"
"21108",15867,445,"#EFC000FF"
"21109",62691,138,"#A73030FF"
"21110",62692,1378,"white"
"21111",18334,165,"#CD534CFF"
"21112",15439,215,"#4A6990FF"
"21113",20694,182,"#868686FF"
"21114",62694,445,"#EFC000FF"
"21115",33892,165,"#CD534CFF"
"21116",62695,445,"#EFC000FF"
"21117",11525,445,"#EFC000FF"
"21118",62696,138,"#A73030FF"
"21119",62697,293,"white"
"21120",56923,165,"#CD534CFF"
"21121",62698,445,"#EFC000FF"
"21122",55286,138,"#A73030FF"
"21123",62700,445,"#EFC000FF"
"21124",62701,445,"#EFC000FF"
"21125",62702,533,"#8F7700FF"
"21126",62703,445,"#EFC000FF"
"21127",27598,116,"#0073C2FF"
"21128",16148,182,"#868686FF"
"21129",46229,165,"#CD534CFF"
"21130",35063,182,"#868686FF"
"21131",62704,165,"#CD534CFF"
"21132",811,488,"#003C67FF"
"21133",62706,445,"#EFC000FF"
"21134",62707,182,"#868686FF"
"21135",62708,138,"#A73030FF"
"21136",62709,445,"#EFC000FF"
"21137",50890,182,"#868686FF"
"21138",33526,1127,"white"
"21139",38170,215,"#4A6990FF"
"21140",62710,1127,"white"
"21141",62711,138,"#A73030FF"
"21142",17090,445,"#EFC000FF"
"21143",27604,116,"#0073C2FF"
"21144",62712,533,"#8F7700FF"
"21145",19068,116,"#0073C2FF"
"21146",10765,1406,"#7AA6DCFF"
"21147",61488,138,"#A73030FF"
"21148",62716,445,"#EFC000FF"
"21149",37616,165,"#CD534CFF"
"21150",47401,445,"#EFC000FF"
"21151",62717,1379,"white"
"21152",42969,182,"#868686FF"
"21153",62719,445,"#EFC000FF"
"21154",62720,218,"white"
"21155",62721,445,"#EFC000FF"
"21156",27616,116,"#0073C2FF"
"21157",62722,445,"#EFC000FF"
"21158",20695,182,"#868686FF"
"21159",62723,533,"#8F7700FF"
"21160",22275,445,"#EFC000FF"
"21161",62724,445,"#EFC000FF"
"21162",62725,518,"white"
"21163",15034,116,"#0073C2FF"
"21164",11526,445,"#EFC000FF"
"21165",62726,445,"#EFC000FF"
"21166",1091,584,"#3B3B3BFF"
"21167",5212,1406,"#7AA6DCFF"
"21168",27622,116,"#0073C2FF"
"21169",62728,445,"#EFC000FF"
"21170",62729,445,"#EFC000FF"
"21171",62730,116,"#0073C2FF"
"21172",62731,445,"#EFC000FF"
"21173",62732,445,"#EFC000FF"
"21174",56929,165,"#CD534CFF"
"21175",62733,244,"white"
"21176",42973,182,"#868686FF"
"21177",5218,138,"#A73030FF"
"21178",62734,488,"#003C67FF"
"21179",37734,445,"#EFC000FF"
"21180",50882,445,"#EFC000FF"
"21181",20696,165,"#CD534CFF"
"21182",62736,445,"#EFC000FF"
"21183",62737,445,"#EFC000FF"
"21184",62738,445,"#EFC000FF"
"21185",54178,124,"white"
"21186",10272,215,"#4A6990FF"
"21187",46939,514,"white"
"21188",10251,848,"white"
"21189",20697,182,"#868686FF"
"21190",15651,584,"#3B3B3BFF"
"21191",5219,1406,"#7AA6DCFF"
"21192",33705,182,"#868686FF"
"21193",54379,165,"#CD534CFF"
"21194",62750,165,"#CD534CFF"
"21195",8578,445,"#EFC000FF"
"21196",62751,182,"#868686FF"
"21197",9497,165,"#CD534CFF"
"21198",602,116,"#0073C2FF"
"21199",62753,1127,"white"
"21200",42975,182,"#868686FF"
"21201",5223,1406,"#7AA6DCFF"
"21202",9498,165,"#CD534CFF"
"21203",33150,445,"#EFC000FF"
"21204",20698,182,"#868686FF"
"21205",1466,584,"#3B3B3BFF"
"21206",23271,116,"#0073C2FF"
"21207",47539,1127,"white"
"21208",58591,445,"#EFC000FF"
"21209",62756,1380,"white"
"21210",62758,313,"white"
"21211",36186,584,"#3B3B3BFF"
"21212",62759,373,"white"
"21213",62760,445,"#EFC000FF"
"21214",53922,445,"#EFC000FF"
"21215",16111,116,"#0073C2FF"
"21216",62761,488,"#003C67FF"
"21217",15275,445,"#EFC000FF"
"21218",62767,138,"#A73030FF"
"21219",14165,165,"#CD534CFF"
"21220",62768,445,"#EFC000FF"
"21221",12328,182,"#868686FF"
"21222",62769,138,"#A73030FF"
"21223",62770,138,"#A73030FF"
"21224",62771,445,"#EFC000FF"
"21225",16709,584,"#3B3B3BFF"
"21226",62772,584,"#3B3B3BFF"
"21227",15036,116,"#0073C2FF"
"21228",62773,182,"#868686FF"
"21229",42982,182,"#868686FF"
"21230",62774,515,"white"
"21231",27638,116,"#0073C2FF"
"21232",62775,1381,"white"
"21233",37585,445,"#EFC000FF"
"21234",62777,1382,"white"
"21235",62779,445,"#EFC000FF"
"21236",62780,138,"#A73030FF"
"21237",62781,1383,"white"
"21238",11527,165,"#CD534CFF"
"21239",62783,116,"#0073C2FF"
"21240",54380,182,"#868686FF"
"21241",58888,182,"#868686FF"
"21242",62784,1384,"white"
"21243",42986,182,"#868686FF"
"21244",5230,1406,"#7AA6DCFF"
"21245",62786,445,"#EFC000FF"
"21246",53584,182,"#868686FF"
"21247",62787,1127,"white"
"21248",62788,313,"white"
"21249",16372,182,"#868686FF"
"21250",1891,165,"#CD534CFF"
"21251",47522,445,"#EFC000FF"
"21252",62789,215,"#4A6990FF"
"21253",62790,138,"#A73030FF"
"21254",62791,445,"#EFC000FF"
"21255",16718,116,"#0073C2FF"
"21256",27645,116,"#0073C2FF"
"21257",20701,182,"#868686FF"
"21258",16094,182,"#868686FF"
"21259",5236,1406,"#7AA6DCFF"
"21260",62792,116,"#0073C2FF"
"21261",5237,1406,"#7AA6DCFF"
"21262",62793,445,"#EFC000FF"
"21263",1747,116,"#0073C2FF"
"21264",62794,445,"#EFC000FF"
"21265",62795,445,"#EFC000FF"
"21266",42990,182,"#868686FF"
"21267",50625,165,"#CD534CFF"
"21268",33893,165,"#CD534CFF"
"21269",5239,1406,"#7AA6DCFF"
"21270",52218,182,"#868686FF"
"21271",270,116,"#0073C2FF"
"21272",42991,182,"#868686FF"
"21273",16374,215,"#4A6990FF"
"21274",47689,584,"#3B3B3BFF"
"21275",62798,445,"#EFC000FF"
"21276",62799,838,"white"
"21277",11528,445,"#EFC000FF"
"21278",62801,165,"#CD534CFF"
"21279",62802,138,"#A73030FF"
"21280",62803,445,"#EFC000FF"
"21281",20025,584,"#3B3B3BFF"
"21282",14687,165,"#CD534CFF"
"21283",60545,165,"#CD534CFF"
"21284",12329,182,"#868686FF"
"21285",14688,165,"#CD534CFF"
"21286",814,488,"#003C67FF"
"21287",11529,445,"#EFC000FF"
"21288",62805,445,"#EFC000FF"
"21289",33894,165,"#CD534CFF"
"21290",62806,445,"#EFC000FF"
"21291",33706,182,"#868686FF"
"21292",62808,445,"#EFC000FF"
"21293",11148,445,"#EFC000FF"
"21294",18256,165,"#CD534CFF"
"21295",27662,138,"#A73030FF"
"21296",5245,1406,"#7AA6DCFF"
"21297",5246,116,"#0073C2FF"
"21298",62809,445,"#EFC000FF"
"21299",62810,165,"#CD534CFF"
"21300",62811,116,"#0073C2FF"
"21301",9499,165,"#CD534CFF"
"21302",18871,445,"#EFC000FF"
"21303",55358,116,"#0073C2FF"
"21304",5248,1406,"#7AA6DCFF"
"21305",20703,182,"#868686FF"
"21306",27666,116,"#0073C2FF"
"21307",62812,313,"white"
"21308",62813,138,"#A73030FF"
"21309",22988,182,"#868686FF"
"21310",62814,219,"white"
"21311",62815,445,"#EFC000FF"
"21312",59313,182,"#868686FF"
"21313",27669,116,"#0073C2FF"
"21314",5250,1406,"#7AA6DCFF"
"21315",19699,165,"#CD534CFF"
"21316",18914,116,"#0073C2FF"
"21317",36886,445,"#EFC000FF"
"21318",52902,165,"#CD534CFF"
"21319",62817,445,"#EFC000FF"
"21320",62818,165,"#CD534CFF"
"21321",27674,116,"#0073C2FF"
"21322",27676,116,"#0073C2FF"
"21323",60162,584,"#3B3B3BFF"
"21324",62819,445,"#EFC000FF"
"21325",62820,116,"#0073C2FF"
"21326",27677,116,"#0073C2FF"
"21327",62822,182,"#868686FF"
"21328",56216,1012,"white"
"21329",20704,165,"#CD534CFF"
"21330",27678,116,"#0073C2FF"
"21331",54051,182,"#868686FF"
"21332",33895,165,"#CD534CFF"
"21333",11530,445,"#EFC000FF"
"21334",27681,116,"#0073C2FF"
"21335",5255,1406,"#7AA6DCFF"
"21336",48950,138,"#A73030FF"
"21337",41431,533,"#8F7700FF"
"21338",18082,165,"#CD534CFF"
"21339",13433,584,"#3B3B3BFF"
"21340",33897,165,"#CD534CFF"
"21341",41417,445,"#EFC000FF"
"21342",958,445,"#EFC000FF"
"21343",62830,138,"#A73030FF"
"21344",46444,533,"#8F7700FF"
"21345",20706,182,"#868686FF"
"21346",60345,313,"white"
"21347",22464,292,"white"
"21348",11531,445,"#EFC000FF"
"21349",27689,116,"#0073C2FF"
"21350",35235,584,"#3B3B3BFF"
"21351",20707,182,"#868686FF"
"21352",62834,410,"white"
"21353",21652,116,"#0073C2FF"
"21354",27691,116,"#0073C2FF"
"21355",62836,182,"#868686FF"
"21356",20708,182,"#868686FF"
"21357",11149,445,"#EFC000FF"
"21358",62837,1385,"white"
"21359",20709,182,"#868686FF"
"21360",5261,1406,"#7AA6DCFF"
"21361",62839,165,"#CD534CFF"
"21362",62840,445,"#EFC000FF"
"21363",62841,445,"#EFC000FF"
"21364",62842,792,"white"
"21365",62843,138,"#A73030FF"
"21366",62844,445,"#EFC000FF"
"21367",62845,445,"#EFC000FF"
"21368",59568,1406,"#7AA6DCFF"
"21369",27702,116,"#0073C2FF"
"21370",10405,1406,"#7AA6DCFF"
"21371",39752,220,"white"
"21372",62847,445,"#EFC000FF"
"21373",62848,138,"#A73030FF"
"21374",62849,138,"#A73030FF"
"21375",8963,445,"#EFC000FF"
"21376",27704,116,"#0073C2FF"
"21377",62850,1386,"white"
"21378",62852,221,"white"
"21379",43010,182,"#868686FF"
"21380",17610,165,"#CD534CFF"
"21381",21632,533,"#8F7700FF"
"21382",62876,445,"#EFC000FF"
"21383",62877,1387,"white"
"21384",58889,165,"#CD534CFF"
"21385",62879,1388,"white"
"21386",9500,165,"#CD534CFF"
"21387",62883,116,"#0073C2FF"
"21388",62884,445,"#EFC000FF"
"21389",51728,488,"#003C67FF"
"21390",59957,584,"#3B3B3BFF"
"21391",27711,116,"#0073C2FF"
"21392",27712,116,"#0073C2FF"
"21393",62885,584,"#3B3B3BFF"
"21394",9501,165,"#CD534CFF"
"21395",1092,165,"#CD534CFF"
"21396",48121,165,"#CD534CFF"
"21397",51071,488,"#003C67FF"
"21398",62886,138,"#A73030FF"
"21399",34740,165,"#CD534CFF"
"21400",62888,445,"#EFC000FF"
"21401",62889,182,"#868686FF"
"21402",62890,445,"#EFC000FF"
"21403",5265,1406,"#7AA6DCFF"
"21404",2255,584,"#3B3B3BFF"
"21405",56939,165,"#CD534CFF"
"21406",37917,445,"#EFC000FF"
"21407",62893,165,"#CD534CFF"
"21408",23275,165,"#CD534CFF"
"21409",62894,445,"#EFC000FF"
"21410",62895,1406,"#7AA6DCFF"
"21411",62896,445,"#EFC000FF"
"21412",62897,138,"#A73030FF"
"21413",62898,445,"#EFC000FF"
"21414",27718,445,"#EFC000FF"
"21415",62899,445,"#EFC000FF"
"21416",56940,165,"#CD534CFF"
"21417",1748,116,"#0073C2FF"
"21418",20710,182,"#868686FF"
"21419",9502,165,"#CD534CFF"
"21420",62664,182,"#868686FF"
"21421",49938,445,"#EFC000FF"
"21422",15241,165,"#CD534CFF"
"21423",62900,1130,"white"
"21424",16376,215,"#4A6990FF"
"21425",27719,116,"#0073C2FF"
"21426",62902,138,"#A73030FF"
"21427",27720,116,"#0073C2FF"
"21428",62903,116,"#0073C2FF"
"21429",27721,116,"#0073C2FF"
"21430",27723,116,"#0073C2FF"
"21431",17669,584,"#3B3B3BFF"
"21432",39975,165,"#CD534CFF"
"21433",12565,182,"#868686FF"
"21434",15441,182,"#868686FF"
"21435",5271,1406,"#7AA6DCFF"
"21436",20711,182,"#868686FF"
"21437",62920,165,"#CD534CFF"
"21438",5272,445,"#EFC000FF"
"21439",8347,116,"#0073C2FF"
"21440",62921,165,"#CD534CFF"
"21441",58546,445,"#EFC000FF"
"21442",62922,138,"#A73030FF"
"21443",36805,584,"#3B3B3BFF"
"21444",62923,445,"#EFC000FF"
"21445",2112,445,"#EFC000FF"
"21446",62925,445,"#EFC000FF"
"21447",62926,533,"#8F7700FF"
"21448",10008,445,"#EFC000FF"
"21449",27729,116,"#0073C2FF"
"21450",14167,215,"#4A6990FF"
"21451",22543,182,"#868686FF"
"21452",58890,182,"#868686FF"
"21453",62927,533,"#8F7700FF"
"21454",54269,1406,"#7AA6DCFF"
"21455",62930,138,"#A73030FF"
"21456",33898,165,"#CD534CFF"
"21457",62932,445,"#EFC000FF"
"21458",62933,533,"#8F7700FF"
"21459",62934,222,"white"
"21460",62935,445,"#EFC000FF"
"21461",43019,182,"#868686FF"
"21462",5275,1406,"#7AA6DCFF"
"21463",62936,445,"#EFC000FF"
"21464",27732,116,"#0073C2FF"
"21465",23253,292,"white"
"21466",14689,838,"white"
"21467",18916,116,"#0073C2FF"
"21468",62939,445,"#EFC000FF"
"21469",62940,1389,"white"
"21470",62942,445,"#EFC000FF"
"21471",10009,445,"#EFC000FF"
"21472",34115,165,"#CD534CFF"
"21473",22991,182,"#868686FF"
"21474",8279,165,"#CD534CFF"
"21475",5277,1406,"#7AA6DCFF"
"21476",27733,116,"#0073C2FF"
"21477",1749,116,"#0073C2FF"
"21478",62943,445,"#EFC000FF"
"21479",62944,445,"#EFC000FF"
"21480",27737,116,"#0073C2FF"
"21481",10613,116,"#0073C2FF"
"21482",9503,165,"#CD534CFF"
"21483",11532,445,"#EFC000FF"
"21484",14571,445,"#EFC000FF"
"21485",62945,165,"#CD534CFF"
"21486",62946,445,"#EFC000FF"
"21487",52561,165,"#CD534CFF"
"21488",43021,533,"#8F7700FF"
"21489",62947,223,"white"
"21490",55205,215,"#4A6990FF"
"21491",62948,138,"#A73030FF"
"21492",62949,445,"#EFC000FF"
"21493",62950,224,"white"
"21494",49654,445,"#EFC000FF"
"21495",20713,182,"#868686FF"
"21496",62951,116,"#0073C2FF"
"21497",5284,1406,"#7AA6DCFF"
"21498",37377,165,"#CD534CFF"
"21499",62952,533,"#8F7700FF"
"21500",13434,584,"#3B3B3BFF"
"21501",62953,182,"#868686FF"
"21502",11830,488,"#003C67FF"
"21503",27745,116,"#0073C2FF"
"21504",56944,165,"#CD534CFF"
"21505",10934,584,"#3B3B3BFF"
"21506",20715,182,"#868686FF"
"21507",20716,182,"#868686FF"
"21508",62958,445,"#EFC000FF"
"21509",62959,445,"#EFC000FF"
"21510",15037,182,"#868686FF"
"21511",48031,165,"#CD534CFF"
"21512",9835,165,"#CD534CFF"
"21513",62960,225,"white"
"21514",53294,165,"#CD534CFF"
"21515",62962,445,"#EFC000FF"
